Año,Nombre,Frecuencia,Género
2004,DIANA,334,Mujer
2004,ZAIRA,334,Mujer
2004,ELISA,327,Mujer
2004,TANIA,321,Mujer
2004,LYDIA,320,Mujer
2004,IRIS,316,Mujer
2004,ALEXANDRA,295,Mujer
2004,ALEXIA,293,Mujer
2004,NAROA,290,Mujer
2004,ALMUDENA,284,Mujer
2004,PILAR,280,Mujer
2004,MANUELA,274,Mujer
2004,PALOMA,274,Mujer
2004,SUSANA,274,Mujer
2004,ALBA MARIA,269,Mujer
2004,MARIA DEL MAR,265,Mujer
2004,RUTH,263,Mujer
2004,AYA,262,Mujer
2004,ITZIAR,262,Mujer
2004,OLGA,261,Mujer
2004,AMANDA,260,Mujer
2004,JANA,254,Mujer
2004,MARIONA,253,Mujer
2004,AFRICA,247,Mujer
2004,UXIA,247,Mujer
2004,NAHIA,246,Mujer
2004,SORAYA,245,Mujer
2004,GEMMA,238,Mujer
2004,INMACULADA,238,Mujer
2004,GLORIA,234,Mujer
2004,MIREYA,230,Mujer
2004,UXUE,230,Mujer
2004,ROSA,226,Mujer
2004,JESSICA,225,Mujer
2004,JUNE,220,Mujer
2004,YOLANDA,220,Mujer
2004,LETICIA,214,Mujer
2004,ANTIA,212,Mujer
2004,MARIAM,212,Mujer
2004,NAIA,212,Mujer
2004,JENNIFER,211,Mujer
2004,MARIA ISABEL,211,Mujer
2004,IZARO,207,Mujer
2004,NAZARET,206,Mujer
2004,VIRGINIA,205,Mujer
2004,ESTEFANIA,202,Mujer
2004,MAIALEN,201,Mujer
2004,YASMINA,201,Mujer
2004,INGRID,200,Mujer
2004,AINOA,194,Mujer
2004,NEUS,189,Mujer
2005,ALEJANDRO,7173,Hombre
2005,DANIEL,6459,Hombre
2005,PABLO,6254,Hombre
2005,DAVID,5992,Hombre
2005,ADRIAN,4822,Hombre
2005,JAVIER,4601,Hombre
2005,ALVARO,4374,Hombre
2005,SERGIO,3659,Hombre
2005,CARLOS,3229,Hombre
2005,MARCOS,3149,Hombre
2005,IVAN,3131,Hombre
2005,HUGO,3054,Hombre
2005,DIEGO,2896,Hombre
2005,JORGE,2824,Hombre
2005,MIGUEL,2785,Hombre
2005,MANUEL,2685,Hombre
2005,MARIO,2553,Hombre
2005,RAUL,2412,Hombre
2005,ANTONIO,2312,Hombre
2005,RUBEN,2243,Hombre
2005,VICTOR,2116,Hombre
2005,MARC,2043,Hombre
2005,JUAN,1992,Hombre
2005,IKER,1972,Hombre
2005,SAMUEL,1896,Hombre
2005,ALEX,1873,Hombre
2005,ALBERTO,1802,Hombre
2005,JESUS,1736,Hombre
2005,ANGEL,1726,Hombre
2005,NICOLAS,1626,Hombre
2005,FRANCISCO,1586,Hombre
2005,OSCAR,1577,Hombre
2005,JAIME,1572,Hombre
2005,HECTOR,1564,Hombre
2005,JOSE,1562,Hombre
2005,PAU,1424,Hombre
2005,ISMAEL,1344,Hombre
2005,GUILLERMO,1275,Hombre
2005,PEDRO,1271,Hombre
2005,JOEL,1246,Hombre
2005,IGNACIO,1232,Hombre
2005,LUIS,1227,Hombre
2005,MIGUEL ANGEL,1220,Hombre
2005,GONZALO,1205,Hombre
2005,IZAN,1199,Hombre
2005,RAFAEL,1184,Hombre
2005,GABRIEL,1172,Hombre
2005,AARON,1077,Hombre
2005,ANDRES,1030,Hombre
2005,FERNANDO,1019,Hombre
2005,FRANCISCO JAVIER,1015,Hombre
2005,LUCAS,1010,Hombre
2005,JOSE ANTONIO,989,Hombre
2005,CRISTIAN,982,Hombre
2005,POL,981,Hombre
2005,RODRIGO,974,Hombre
2005,JOSE MANUEL,929,Hombre
2005,AITOR,884,Hombre
2005,JOAN,879,Hombre
2005,SANTIAGO,839,Hombre
2005,MARTIN,819,Hombre
2005,EDUARDO,815,Hombre
2005,ERIC,802,Hombre
2005,ARNAU,797,Hombre
2005,ROBERTO,796,Hombre
2005,UNAI,779,Hombre
2005,ENRIQUE,753,Hombre
2005,JORDI,720,Hombre
2005,ASIER,701,Hombre
2005,ADRIA,660,Hombre
2005,MOHAMED,644,Hombre
2005,JOSE LUIS,635,Hombre
2005,JUAN JOSE,635,Hombre
2005,JOSE MARIA,612,Hombre
2005,MARCO,612,Hombre
2005,SERGI,612,Hombre
2005,GERARD,588,Hombre
2005,JAN,560,Hombre
2005,JUAN MANUEL,546,Hombre
2005,ORIOL,541,Hombre
2005,KEVIN,540,Hombre
2005,CHRISTIAN,521,Hombre
2005,YERAY,516,Hombre
2005,JUAN CARLOS,510,Hombre
2005,JUAN ANTONIO,507,Hombre
2005,MARTI,487,Hombre
2005,MATEO,487,Hombre
2005,DARIO,479,Hombre
2005,XAVIER,471,Hombre
2005,GUILLEM,465,Hombre
2005,ISAAC,456,Hombre
2005,JOAQUIN,452,Hombre
2005,ALEIX,448,Hombre
2005,ANDER,431,Hombre
2005,BRUNO,429,Hombre
2005,ADAM,427,Hombre
2005,JON,419,Hombre
2005,MIKEL,415,Hombre
2005,FRANCISCO JOSE,413,Hombre
2005,AIMAR,402,Hombre
2005,LUCIA,10146,Mujer
2005,MARIA,7784,Mujer
2005,PAULA,6684,Mujer
2005,LAURA,5276,Mujer
2005,MARTA,4592,Mujer
2005,ALBA,3976,Mujer
2005,CLAUDIA,3907,Mujer
2005,CARLA,3631,Mujer
2005,ANDREA,3474,Mujer
2005,SARA,3343,Mujer
2005,NEREA,3040,Mujer
2005,IRENE,2815,Mujer
2005,ANA,2701,Mujer
2005,NATALIA,2591,Mujer
2005,JULIA,2410,Mujer
2005,ELENA,2271,Mujer
2005,CARMEN,2253,Mujer
2005,SOFIA,2221,Mujer
2005,MARINA,2021,Mujer
2005,CRISTINA,1926,Mujer
2005,AINHOA,1897,Mujer
2005,ROCIO,1748,Mujer
2005,DANIELA,1691,Mujer
2005,ANGELA,1678,Mujer
2005,ALEJANDRA,1553,Mujer
2005,AITANA,1434,Mujer
2005,NURIA,1433,Mujer
2005,SANDRA,1386,Mujer
2005,INES,1287,Mujer
2005,LAIA,1201,Mujer
2005,ALICIA,1160,Mujer
2005,CANDELA,1153,Mujer
2005,RAQUEL,1129,Mujer
2005,PATRICIA,1123,Mujer
2005,CELIA,1108,Mujer
2005,ADRIANA,1104,Mujer
2005,EVA,1096,Mujer
2005,CLARA,1094,Mujer
2005,ARIADNA,1049,Mujer
2005,NOELIA,1041,Mujer
2005,SILVIA,1002,Mujer
2005,MARTINA,950,Mujer
2005,CARLOTA,948,Mujer
2005,CAROLINA,947,Mujer
2005,BLANCA,945,Mujer
2005,ISABEL,944,Mujer
2005,MIRIAM,905,Mujer
2005,LORENA,834,Mujer
2005,NOA,827,Mujer
2005,AINARA,816,Mujer
2005,BEATRIZ,792,Mujer
2005,AROA,760,Mujer
2005,VICTORIA,755,Mujer
2005,LIDIA,754,Mujer
2005,MIREIA,748,Mujer
2005,EMMA,722,Mujer
2005,MAR,698,Mujer
2005,NAIARA,686,Mujer
2005,HELENA,656,Mujer
2005,JUDITH,650,Mujer
2005,AINA,603,Mujer
2005,ANNA,603,Mujer
2005,ERIKA,602,Mujer
2005,LARA,587,Mujer
2005,YAIZA,578,Mujer
2005,PAOLA,560,Mujer
2005,LEIRE,557,Mujer
2005,MONICA,552,Mujer
2005,DIANA,549,Mujer
2005,BERTA,547,Mujer
2005,ANA MARIA,537,Mujer
2005,JIMENA,536,Mujer
2005,NAYARA,525,Mujer
2005,ESTHER,523,Mujer
2005,NORA,514,Mujer
2005,LOLA,510,Mujer
2005,ABRIL,493,Mujer
2005,GABRIELA,473,Mujer
2005,JUDIT,473,Mujer
2005,VALERIA,469,Mujer
2005,TANIA,468,Mujer
2005,ELSA,466,Mujer
2005,TERESA,462,Mujer
2005,REBECA,449,Mujer
2005,BELEN,446,Mujer
2005,GISELA,446,Mujer
2005,FATIMA,445,Mujer
2005,LUNA,442,Mujer
2005,SALMA,440,Mujer
2005,SHEILA,438,Mujer
2005,SARAY,436,Mujer
2005,MARIA DEL CARMEN,407,Mujer
2005,SONIA,406,Mujer
2005,YANIRA,397,Mujer
2005,NOEMI,394,Mujer
2005,NADIA,386,Mujer
2005,VERONICA,383,Mujer
2005,IRIA,372,Mujer
2005,IRATI,371,Mujer
2005,AFRICA,370,Mujer
2006,ALEJANDRO,7581,Hombre
2006,DANIEL,6800,Hombre
2006,PABLO,6432,Hombre
2006,DAVID,6005,Hombre
2006,ADRIAN,5011,Hombre
2006,ALVARO,4575,Hombre
2006,JAVIER,4485,Hombre
2006,SERGIO,4048,Hombre
2006,HUGO,3976,Hombre
2006,DIEGO,3248,Hombre
2006,CARLOS,3241,Hombre
2006,MARCOS,3187,Hombre
2006,MARIO,3059,Hombre
2006,IVAN,3011,Hombre
2006,MANUEL,2953,Hombre
2006,MIGUEL,2860,Hombre
2006,JORGE,2821,Hombre
2006,RUBEN,2531,Hombre
2006,IKER,2479,Hombre
2006,RAUL,2476,Hombre
2006,VICTOR,2462,Hombre
2006,ANTONIO,2334,Hombre
2006,JUAN,2171,Hombre
2006,HECTOR,2141,Hombre
2006,MARC,2138,Hombre
2006,SAMUEL,2077,Hombre
2006,ALEX,1921,Hombre
2006,JESUS,1822,Hombre
2006,OSCAR,1818,Hombre
2006,ALBERTO,1791,Hombre
2006,NICOLAS,1765,Hombre
2006,ANGEL,1723,Hombre
2006,JAIME,1695,Hombre
2006,JOSE,1653,Hombre
2006,FRANCISCO,1602,Hombre
2006,GONZALO,1545,Hombre
2006,GUILLERMO,1545,Hombre
2006,IZAN,1525,Hombre
2006,PAU,1514,Hombre
2006,LUCAS,1510,Hombre
2006,GABRIEL,1454,Hombre
2006,ISMAEL,1362,Hombre
2006,JOEL,1353,Hombre
2006,PEDRO,1349,Hombre
2006,RODRIGO,1339,Hombre
2006,IGNACIO,1335,Hombre
2006,AARON,1321,Hombre
2006,LUIS,1258,Hombre
2006,MIGUEL ANGEL,1174,Hombre
2006,RAFAEL,1158,Hombre
2006,FERNANDO,1082,Hombre
2006,CRISTIAN,1050,Hombre
2006,FRANCISCO JAVIER,1037,Hombre
2006,ANDRES,1011,Hombre
2006,AITOR,1005,Hombre
2006,POL,980,Hombre
2006,JOAN,963,Hombre
2006,ARNAU,952,Hombre
2006,MARTIN,934,Hombre
2006,JOSE ANTONIO,925,Hombre
2006,ERIC,921,Hombre
2006,JOSE MANUEL,897,Hombre
2006,MOHAMED,856,Hombre
2006,DARIO,842,Hombre
2006,UNAI,824,Hombre
2006,SANTIAGO,815,Hombre
2006,ROBERTO,791,Hombre
2006,EDUARDO,788,Hombre
2006,ASIER,773,Hombre
2006,ENRIQUE,762,Hombre
2006,JORDI,758,Hombre
2006,MARCO,711,Hombre
2006,MATEO,696,Hombre
2006,ADRIA,691,Hombre
2006,ADAM,688,Hombre
2006,ORIOL,657,Hombre
2006,MARTI,614,Hombre
2006,JUAN JOSE,610,Hombre
2006,JAN,609,Hombre
2006,GERARD,589,Hombre
2006,KEVIN,587,Hombre
2006,SERGI,586,Hombre
2006,BIEL,571,Hombre
2006,JOSE LUIS,568,Hombre
2006,CHRISTIAN,555,Hombre
2006,JUAN MANUEL,553,Hombre
2006,JOSE MARIA,534,Hombre
2006,GUILLEM,527,Hombre
2006,ISAAC,525,Hombre
2006,XAVIER,524,Hombre
2006,YERAY,524,Hombre
2006,AIMAR,518,Hombre
2006,JUAN ANTONIO,506,Hombre
2006,ERIK,505,Hombre
2006,JOAQUIN,480,Hombre
2006,BRUNO,478,Hombre
2006,SAUL,477,Hombre
2006,JUAN CARLOS,472,Hombre
2006,ROGER,469,Hombre
2006,FRANCISCO JOSE,455,Hombre
2006,LUCIA,9454,Mujer
2006,MARIA,7702,Mujer
2006,PAULA,6516,Mujer
2006,LAURA,5144,Mujer
2006,CLAUDIA,4756,Mujer
2006,IRENE,4506,Mujer
2006,MARTA,4359,Mujer
2006,ALBA,4296,Mujer
2006,SARA,4150,Mujer
2006,CARLA,3571,Mujer
2006,ANDREA,3272,Mujer
2006,NEREA,2956,Mujer
2006,JULIA,2648,Mujer
2006,NATALIA,2612,Mujer
2006,ELENA,2576,Mujer
2006,ANA,2566,Mujer
2006,SOFIA,2554,Mujer
2006,CARMEN,2360,Mujer
2006,DANIELA,2313,Mujer
2006,MARINA,1985,Mujer
2006,CRISTINA,1908,Mujer
2006,AINHOA,1890,Mujer
2006,AITANA,1864,Mujer
2006,ROCIO,1849,Mujer
2006,ANGELA,1836,Mujer
2006,ALEJANDRA,1630,Mujer
2006,INES,1626,Mujer
2006,NURIA,1467,Mujer
2006,ADRIANA,1381,Mujer
2006,SANDRA,1369,Mujer
2006,LAIA,1344,Mujer
2006,CANDELA,1336,Mujer
2006,ARIADNA,1254,Mujer
2006,MARTINA,1223,Mujer
2006,CELIA,1199,Mujer
2006,ALICIA,1167,Mujer
2006,CLARA,1157,Mujer
2006,AINARA,1140,Mujer
2006,EVA,1112,Mujer
2006,NOA,1106,Mujer
2006,NOELIA,1078,Mujer
2006,CARLOTA,1074,Mujer
2006,MIRIAM,1051,Mujer
2006,PATRICIA,1047,Mujer
2006,BLANCA,1040,Mujer
2006,ISABEL,1019,Mujer
2006,SILVIA,1010,Mujer
2006,RAQUEL,991,Mujer
2006,LORENA,969,Mujer
2006,CAROLINA,882,Mujer
2006,JIMENA,845,Mujer
2006,LIDIA,826,Mujer
2006,AROA,812,Mujer
2006,EMMA,807,Mujer
2006,VALERIA,784,Mujer
2006,HELENA,775,Mujer
2006,VICTORIA,768,Mujer
2006,MAR,756,Mujer
2006,BEATRIZ,740,Mujer
2006,JUDITH,725,Mujer
2006,NAIARA,717,Mujer
2006,MIREIA,682,Mujer
2006,PAOLA,679,Mujer
2006,LOLA,653,Mujer
2006,AINA,642,Mujer
2006,ANNA,640,Mujer
2006,SARAY,639,Mujer
2006,NAYARA,621,Mujer
2006,ERIKA,620,Mujer
2006,LARA,618,Mujer
2006,LEIRE,618,Mujer
2006,NORA,613,Mujer
2006,ANA MARIA,605,Mujer
2006,BERTA,605,Mujer
2006,LUNA,578,Mujer
2006,GABRIELA,569,Mujer
2006,ESTHER,567,Mujer
2006,YAIZA,566,Mujer
2006,ELSA,564,Mujer
2006,ABRIL,561,Mujer
2006,YANIRA,548,Mujer
2006,MONICA,542,Mujer
2006,SALMA,532,Mujer
2006,DIANA,518,Mujer
2006,AFRICA,515,Mujer
2006,TANIA,504,Mujer
2006,IRIA,483,Mujer
2006,SHEILA,471,Mujer
2006,FATIMA,466,Mujer
2006,LEYRE,465,Mujer
2006,TERESA,452,Mujer
2006,AYA,440,Mujer
2006,NADIA,437,Mujer
2006,SONIA,418,Mujer
2006,JANA,404,Mujer
2006,REBECA,403,Mujer
2006,MARIA DEL CARMEN,396,Mujer
2006,SORAYA,395,Mujer
2006,ZAIRA,394,Mujer
2006,GEMA,393,Mujer
2007,DANIEL,6755,Hombre
2007,ALEJANDRO,6739,Hombre
2007,PABLO,5606,Hombre
2007,DAVID,5507,Hombre
2007,ADRIAN,5038,Hombre
2007,ALVARO,4892,Hombre
2007,HUGO,4331,Hombre
2007,JAVIER,4148,Hombre
2007,DIEGO,3553,Hombre
2007,SERGIO,3530,Hombre
2007,MARCOS,3113,Hombre
2007,JORGE,2939,Hombre
2007,IVAN,2895,Hombre
2007,CARLOS,2852,Hombre
2007,MANUEL,2781,Hombre
2007,MARIO,2736,Hombre
2007,MIGUEL,2567,Hombre
2007,IKER,2509,Hombre
2007,RUBEN,2318,Hombre
2007,ANTONIO,2291,Hombre
2007,RAUL,2239,Hombre
2007,VICTOR,2041,Hombre
2007,JUAN,2028,Hombre
2007,MARC,1966,Hombre
2007,LUCAS,1941,Hombre
2007,ALEX,1865,Hombre
2007,HECTOR,1841,Hombre
2007,SAMUEL,1836,Hombre
2007,NICOLAS,1798,Hombre
2007,JESUS,1687,Hombre
2007,GUILLERMO,1631,Hombre
2007,ANGEL,1618,Hombre
2007,ALBERTO,1565,Hombre
2007,GONZALO,1511,Hombre
2007,IZAN,1508,Hombre
2007,JOSE,1475,Hombre
2007,FRANCISCO,1458,Hombre
2007,JAIME,1447,Hombre
2007,OSCAR,1418,Hombre
2007,PAU,1404,Hombre
2007,RODRIGO,1333,Hombre
2007,GABRIEL,1332,Hombre
2007,ISMAEL,1329,Hombre
2007,AARON,1312,Hombre
2007,LUIS,1230,Hombre
2007,AITOR,1208,Hombre
2007,PEDRO,1196,Hombre
2007,JOEL,1085,Hombre
2007,RAFAEL,1083,Hombre
2007,MIGUEL ANGEL,1079,Hombre
2007,IGNACIO,1058,Hombre
2007,ERIC,1049,Hombre
2007,FERNANDO,1031,Hombre
2007,MOHAMED,977,Hombre
2007,POL,952,Hombre
2007,CRISTIAN,951,Hombre
2007,ANDRES,940,Hombre
2007,MARTIN,939,Hombre
2007,UNAI,914,Hombre
2007,DARIO,909,Hombre
2007,FRANCISCO JAVIER,892,Hombre
2007,ARNAU,887,Hombre
2007,JOAN,878,Hombre
2007,ADAM,868,Hombre
2007,JOSE ANTONIO,847,Hombre
2007,MATEO,838,Hombre
2007,ASIER,817,Hombre
2007,SANTIAGO,817,Hombre
2007,JOSE MANUEL,800,Hombre
2007,EDUARDO,799,Hombre
2007,ROBERTO,728,Hombre
2007,MARCO,723,Hombre
2007,ENRIQUE,712,Hombre
2007,JORDI,641,Hombre
2007,JAN,635,Hombre
2007,MARTI,619,Hombre
2007,ORIOL,592,Hombre
2007,ADRIA,588,Hombre
2007,JUAN JOSE,586,Hombre
2007,BRUNO,575,Hombre
2007,JOSE LUIS,573,Hombre
2007,BIEL,547,Hombre
2007,YERAY,534,Hombre
2007,GERARD,531,Hombre
2007,GUILLEM,528,Hombre
2007,ERIK,503,Hombre
2007,KEVIN,503,Hombre
2007,SERGI,499,Hombre
2007,SAUL,496,Hombre
2007,JOAQUIN,494,Hombre
2007,JUAN MANUEL,488,Hombre
2007,JOSE MARIA,486,Hombre
2007,CHRISTIAN,472,Hombre
2007,ALEIX,471,Hombre
2007,ISAAC,470,Hombre
2007,JUAN ANTONIO,465,Hombre
2007,CESAR,461,Hombre
2007,AIMAR,458,Hombre
2007,ANDER,443,Hombre
2007,XAVIER,442,Hombre
2007,LUCIA,8192,Mujer
2007,MARIA,6927,Mujer
2007,PAULA,6402,Mujer
2007,SARA,4606,Mujer
2007,LAURA,4335,Mujer
2007,CLAUDIA,4122,Mujer
2007,IRENE,3959,Mujer
2007,MARTA,3900,Mujer
2007,ALBA,3883,Mujer
2007,CARLA,3638,Mujer
2007,ANDREA,2890,Mujer
2007,JULIA,2624,Mujer
2007,ANA,2606,Mujer
2007,SOFIA,2577,Mujer
2007,NEREA,2570,Mujer
2007,DANIELA,2508,Mujer
2007,NATALIA,2423,Mujer
2007,CARMEN,2382,Mujer
2007,ELENA,2281,Mujer
2007,ROCIO,1865,Mujer
2007,AINHOA,1843,Mujer
2007,AITANA,1799,Mujer
2007,MARINA,1769,Mujer
2007,INES,1745,Mujer
2007,ANGELA,1729,Mujer
2007,CRISTINA,1684,Mujer
2007,MARTINA,1639,Mujer
2007,ALEJANDRA,1610,Mujer
2007,ADRIANA,1546,Mujer
2007,NOA,1521,Mujer
2007,CANDELA,1401,Mujer
2007,NURIA,1319,Mujer
2007,ARIADNA,1250,Mujer
2007,LAIA,1201,Mujer
2007,CELIA,1182,Mujer
2007,AINARA,1159,Mujer
2007,CLARA,1152,Mujer
2007,SANDRA,1138,Mujer
2007,CARLOTA,1135,Mujer
2007,BLANCA,1132,Mujer
2007,ALICIA,1085,Mujer
2007,EVA,1037,Mujer
2007,MIRIAM,1017,Mujer
2007,VALERIA,1015,Mujer
2007,CAROLINA,961,Mujer
2007,EMMA,960,Mujer
2007,ISABEL,951,Mujer
2007,NAIARA,935,Mujer
2007,NOELIA,931,Mujer
2007,RAQUEL,929,Mujer
2007,SILVIA,918,Mujer
2007,JIMENA,906,Mujer
2007,LORENA,902,Mujer
2007,AROA,896,Mujer
2007,ERIKA,877,Mujer
2007,PATRICIA,873,Mujer
2007,VICTORIA,854,Mujer
2007,MAR,768,Mujer
2007,LOLA,756,Mujer
2007,PAOLA,682,Mujer
2007,LEIRE,665,Mujer
2007,JANA,661,Mujer
2007,NAYARA,659,Mujer
2007,NORA,654,Mujer
2007,GABRIELA,648,Mujer
2007,LIDIA,647,Mujer
2007,AINA,643,Mujer
2007,LARA,639,Mujer
2007,HELENA,629,Mujer
2007,SHEILA,614,Mujer
2007,MIREIA,613,Mujer
2007,ANNA,610,Mujer
2007,JUDITH,610,Mujer
2007,BERTA,594,Mujer
2007,SARAY,590,Mujer
2007,ELSA,565,Mujer
2007,LEYRE,565,Mujer
2007,YANIRA,564,Mujer
2007,BEATRIZ,558,Mujer
2007,LUNA,543,Mujer
2007,AFRICA,541,Mujer
2007,YAIZA,524,Mujer
2007,ANA MARIA,521,Mujer
2007,ABRIL,519,Mujer
2007,ESTHER,516,Mujer
2007,SALMA,512,Mujer
2007,AYA,509,Mujer
2007,MONICA,492,Mujer
2007,DIANA,466,Mujer
2007,TERESA,456,Mujer
2007,IRIA,449,Mujer
2007,FATIMA,442,Mujer
2007,NADIA,441,Mujer
2007,UXUE,426,Mujer
2007,NAHIA,422,Mujer
2007,REBECA,410,Mujer
2007,ALEXANDRA,397,Mujer
2007,MANUELA,387,Mujer
2007,ANE,372,Mujer
2007,ESTELA,368,Mujer
2008,DANIEL,6580,Hombre
2008,ALEJANDRO,6478,Hombre
2008,PABLO,5911,Hombre
2008,DAVID,5385,Hombre
2008,ADRIAN,5330,Hombre
2008,HUGO,5162,Hombre
2008,ALVARO,5034,Hombre
2008,JAVIER,4091,Hombre
2008,DIEGO,3506,Hombre
2008,SERGIO,3401,Hombre
2008,MARCOS,3182,Hombre
2008,IVAN,3161,Hombre
2008,IKER,3086,Hombre
2008,MANUEL,2918,Hombre
2008,MARIO,2856,Hombre
2008,JORGE,2826,Hombre
2008,CARLOS,2823,Hombre
2008,MIGUEL,2684,Hombre
2008,RUBEN,2439,Hombre
2008,ANTONIO,2316,Hombre
2008,RAUL,2254,Hombre
2008,LUCAS,2177,Hombre
2008,NICOLAS,2057,Hombre
2008,JUAN,2050,Hombre
2008,MARC,2028,Hombre
2008,VICTOR,2003,Hombre
2008,AITOR,1902,Hombre
2008,ANGEL,1902,Hombre
2008,ALEX,1896,Hombre
2008,HECTOR,1862,Hombre
2008,SAMUEL,1826,Hombre
2008,RODRIGO,1794,Hombre
2008,IZAN,1736,Hombre
2008,GUILLERMO,1693,Hombre
2008,JESUS,1693,Hombre
2008,GONZALO,1632,Hombre
2008,ALBERTO,1557,Hombre
2008,JOSE,1524,Hombre
2008,FRANCISCO,1512,Hombre
2008,AARON,1506,Hombre
2008,GABRIEL,1448,Hombre
2008,OSCAR,1423,Hombre
2008,JAIME,1406,Hombre
2008,PAU,1348,Hombre
2008,LUIS,1307,Hombre
2008,PEDRO,1256,Hombre
2008,ADAM,1227,Hombre
2008,ISMAEL,1211,Hombre
2008,RAFAEL,1179,Hombre
2008,MIGUEL ANGEL,1135,Hombre
2008,MOHAMED,1122,Hombre
2008,JOEL,1103,Hombre
2008,MARTIN,1088,Hombre
2008,FERNANDO,1058,Hombre
2008,IGNACIO,1055,Hombre
2008,ERIC,1030,Hombre
2008,DARIO,1008,Hombre
2008,ANDRES,981,Hombre
2008,UNAI,969,Hombre
2008,POL,960,Hombre
2008,MATEO,957,Hombre
2008,CRISTIAN,919,Hombre
2008,ARNAU,909,Hombre
2008,FRANCISCO JAVIER,875,Hombre
2008,ASIER,845,Hombre
2008,JOSE ANTONIO,842,Hombre
2008,JOSE MANUEL,834,Hombre
2008,JOAN,827,Hombre
2008,ENRIQUE,823,Hombre
2008,MARCO,800,Hombre
2008,BRUNO,796,Hombre
2008,SANTIAGO,792,Hombre
2008,EDUARDO,764,Hombre
2008,JAN,749,Hombre
2008,ROBERTO,720,Hombre
2008,JORDI,667,Hombre
2008,BIEL,664,Hombre
2008,MARTI,640,Hombre
2008,JUAN JOSE,631,Hombre
2008,ADRIA,606,Hombre
2008,ORIOL,589,Hombre
2008,SAUL,584,Hombre
2008,ISAAC,566,Hombre
2008,CHRISTIAN,542,Hombre
2008,JOSE LUIS,537,Hombre
2008,KEVIN,529,Hombre
2008,ERIK,522,Hombre
2008,JUAN MANUEL,518,Hombre
2008,YERAY,516,Hombre
2008,GUILLEM,501,Hombre
2008,GERARD,495,Hombre
2008,SERGI,486,Hombre
2008,ALEIX,485,Hombre
2008,ENEKO,476,Hombre
2008,CESAR,470,Hombre
2008,JUAN ANTONIO,467,Hombre
2008,AIMAR,464,Hombre
2008,ROGER,457,Hombre
2008,JOAQUIN,446,Hombre
2008,JOSE MARIA,446,Hombre
2008,LUCIA,8013,Mujer
2008,MARIA,6883,Mujer
2008,PAULA,6806,Mujer
2008,SARA,4730,Mujer
2008,CARLA,4271,Mujer
2008,CLAUDIA,4095,Mujer
2008,LAURA,4023,Mujer
2008,MARTA,3927,Mujer
2008,IRENE,3759,Mujer
2008,ALBA,3706,Mujer
2008,SOFIA,3246,Mujer
2008,DANIELA,2953,Mujer
2008,JULIA,2866,Mujer
2008,ANDREA,2621,Mujer
2008,ANA,2503,Mujer
2008,CARMEN,2450,Mujer
2008,ELENA,2363,Mujer
2008,NEREA,2318,Mujer
2008,NATALIA,2162,Mujer
2008,MARTINA,2122,Mujer
2008,ROCIO,1936,Mujer
2008,MARINA,1928,Mujer
2008,AITANA,1816,Mujer
2008,ALEJANDRA,1783,Mujer
2008,NOA,1766,Mujer
2008,INES,1759,Mujer
2008,AINHOA,1757,Mujer
2008,ANGELA,1726,Mujer
2008,ADRIANA,1686,Mujer
2008,CRISTINA,1472,Mujer
2008,CELIA,1403,Mujer
2008,CANDELA,1369,Mujer
2008,LAIA,1341,Mujer
2008,NURIA,1306,Mujer
2008,AINARA,1289,Mujer
2008,ARIADNA,1289,Mujer
2008,CARLOTA,1271,Mujer
2008,EMMA,1250,Mujer
2008,ALICIA,1235,Mujer
2008,BLANCA,1209,Mujer
2008,VALERIA,1168,Mujer
2008,CLARA,1079,Mujer
2008,EVA,1073,Mujer
2008,MIRIAM,1071,Mujer
2008,NOELIA,1051,Mujer
2008,AROA,1025,Mujer
2008,SANDRA,1025,Mujer
2008,PATRICIA,1023,Mujer
2008,LEIRE,1018,Mujer
2008,CAROLINA,1018,Mujer
2008,ISABEL,964,Mujer
2008,JIMENA,960,Mujer
2008,ERIKA,957,Mujer
2008,VICTORIA,952,Mujer
2008,LOLA,948,Mujer
2008,SILVIA,886,Mujer
2008,NAIARA,872,Mujer
2008,RAQUEL,857,Mujer
2008,NORA,849,Mujer
2008,LORENA,792,Mujer
2008,NAYARA,759,Mujer
2008,PAOLA,723,Mujer
2008,AINA,699,Mujer
2008,LEYRE,691,Mujer
2008,JANA,673,Mujer
2008,AFRICA,671,Mujer
2008,LARA,670,Mujer
2008,MIREIA,662,Mujer
2008,SALMA,655,Mujer
2008,ANNA,652,Mujer
2008,MAR,646,Mujer
2008,GABRIELA,641,Mujer
2008,BERTA,639,Mujer
2008,ABRIL,634,Mujer
2008,ELSA,624,Mujer
2008,HELENA,609,Mujer
2008,LIDIA,605,Mujer
2008,AYA,602,Mujer
2008,ANA MARIA,574,Mujer
2008,SHEILA,562,Mujer
2008,BEATRIZ,555,Mujer
2008,JUDITH,548,Mujer
2008,FATIMA,543,Mujer
2008,YAIZA,531,Mujer
2008,ESTHER,523,Mujer
2008,DIANA,513,Mujer
2008,LUNA,512,Mujer
2008,TERESA,482,Mujer
2008,IRIA,473,Mujer
2008,MONICA,472,Mujer
2008,NADIA,470,Mujer
2008,SARAY,469,Mujer
2008,SONIA,456,Mujer
2008,ALEXIA,440,Mujer
2008,NAHIA,433,Mujer
2008,MANUELA,431,Mujer
2008,NOEMI,429,Mujer
2008,NAIA,422,Mujer
